file,level,observe_count,agent2_count,agent3_count,activation_count,mean_observe_per_activation
u1770049899541.csv,comprehension_check,0,0,0,1,0.0
u1770049899541.csv,experiment,0,0,0,1,0.0
u1770049899541.csv,s111_1,0,0,0,1,0.0
u1770049899541.csv,sm111_1,50,25,25,1,50.0
u1770049899541.csv,sm112_1,0,0,0,1,0.0
u1770049899541.csv,sm221_1,3,0,3,1,3.0
u1770049899541.csv,sm311_2,8,0,8,1,8.0
u1770049899541.csv,sm371_2,0,0,0,1,0.0
u1770049899541.csv,sm431_1,25,25,0,1,25.0
u1770049899541.csv,sm511_2,9,0,9,1,9.0
u1770049899541.csv,sm521_1,19,11,8,1,19.0
u1770049899541.csv,sm531_2,9,0,9,1,9.0
u1770049899541.csv,sm541_1,5,0,5,1,5.0
u1770049899541.csv,sm543_2,0,0,0,1,0.0
u1770049899541.csv,sm611_2,8,0,8,1,8.0
u1770053417077.csv,comprehension_check,0,0,0,1,0.0
u1770053417077.csv,experiment,0,0,0,1,0.0
u1770053417077.csv,s111_1,0,0,0,1,0.0
u1770053417077.csv,sm111_1,0,0,0,1,0.0
u1770053417077.csv,sm112_1,1,1,0,1,1.0
u1770053417077.csv,sm211_2,5,0,5,1,5.0
u1770053417077.csv,sm311_1,2,1,1,1,2.0
u1770053417077.csv,sm321_2,9,0,9,1,9.0
u1770053417077.csv,sm351_1,9,0,9,1,9.0
u1770053417077.csv,sm361_2,4,4,0,1,4.0
u1770053417077.csv,sm421_2,11,11,0,1,11.0
u1770053417077.csv,sm431_2,10,1,9,1,10.0
u1770053417077.csv,sm531_1,3,3,0,1,3.0
u1770053417077.csv,sm541_2,13,1,12,1,13.0
u1770053417077.csv,sm611_1,7,7,0,1,7.0
u1770051562325.csv,comprehension_check,0,0,0,1,0.0
u1770051562325.csv,experiment,0,0,0,1,0.0
u1770051562325.csv,s111_1,0,0,0,1,0.0
u1770051562325.csv,sm111_1,16,0,16,1,16.0
u1770051562325.csv,sm112_1,12,7,5,1,12.0
u1770051562325.csv,sm311_1,12,4,8,1,12.0
